30000,40,0.7,True,1000,1,0.1228813559322034,1049.7306401729584
30000,40,0.7,True,2000,1,0.1271186440677966,1050.9035980701447
30000,40,0.7,True,3000,1,0.11864406779661017,1052.4200344085693
30000,40,0.7,True,4000,1,0.1228813559322034,1054.2157099246979
30000,40,0.7,True,5000,1,0.1059322033898305,1056.2496664524078
30000,40,0.7,True,1000,2,0.13559322033898305,1028.2710301876068
30000,40,0.7,True,2000,2,0.1652542372881356,1029.5325224399567
30000,40,0.7,True,3000,2,0.15677966101694915,1031.1712930202484
30000,40,0.7,True,4000,2,0.13559322033898305,1033.1171505451202
30000,40,0.7,True,5000,2,0.13559322033898305,1035.3203065395355
30000,40,0.7,True,1000,3,0.15254237288135594,1039.3079385757446
30000,40,0.7,True,2000,3,0.1271186440677966,1040.5803689956665
30000,40,0.7,True,3000,3,0.1440677966101695,1042.220377922058
30000,40,0.7,True,4000,3,0.13559322033898305,1044.1564946174622
30000,40,0.7,True,5000,3,0.13135593220338984,1046.3189964294434
30000,40,0.7,False,1000,1,0.08898305084745763,1056.830527305603
30000,40,0.7,False,2000,1,0.09745762711864407,1057.7466807365417
30000,40,0.7,False,3000,1,0.11440677966101695,1058.8086824417114
30000,40,0.7,False,4000,1,0.11016949152542373,1060.0124251842499
30000,40,0.7,False,5000,1,0.11864406779661017,1061.3766705989838
30000,40,0.7,False,1000,2,0.17372881355932204,1041.2675187587738
30000,40,0.7,False,2000,2,0.1440677966101695,1042.2331120967865
30000,40,0.7,False,3000,2,0.1271186440677966,1043.3666470050812
30000,40,0.7,False,4000,2,0.13559322033898305,1044.6417388916016
30000,40,0.7,False,5000,2,0.17372881355932204,1046.0609767436981
30000,40,0.7,False,1000,3,0.11440677966101695,1061.6241583824158
30000,40,0.7,False,2000,3,0.1016949152542373,1062.5592198371887
30000,40,0.7,False,3000,3,0.1228813559322034,1063.6682891845703
30000,40,0.7,False,4000,3,0.16101694915254236,1064.9305157661438
30000,40,0.7,False,5000,3,0.1059322033898305,1066.344875574112
30000,40,0.8,True,1000,1,0.1271186440677966,1035.862760066986
30000,40,0.8,True,2000,1,0.1483050847457627,1037.1427509784698
30000,40,0.8,True,3000,1,0.1228813559322034,1038.8262872695923
30000,40,0.8,True,4000,1,0.11864406779661017,1040.8251910209656
30000,40,0.8,True,5000,1,0.13559322033898305,1043.0497279167175
30000,40,0.8,True,1000,2,0.1228813559322034,1061.5416684150696
30000,40,0.8,True,2000,2,0.13559322033898305,1062.880517244339
30000,40,0.8,True,3000,2,0.1271186440677966,1064.5664472579956
30000,40,0.8,True,4000,2,0.11440677966101695,1066.5626919269562
30000,40,0.8,True,5000,2,0.11864406779661017,1068.7837977409363
30000,40,0.8,True,1000,3,0.1016949152542373,1040.7946527004242
30000,40,0.8,True,2000,3,0.11864406779661017,1042.068573474884
30000,40,0.8,True,3000,3,0.1271186440677966,1043.7475337982178
30000,40,0.8,True,4000,3,0.11440677966101695,1045.7344961166382
30000,40,0.8,True,5000,3,0.11440677966101695,1047.9677064418793
30000,40,0.8,False,1000,1,0.1483050847457627,1061.4783565998077
30000,40,0.8,False,2000,1,0.1059322033898305,1062.431233406067
30000,40,0.8,False,3000,1,0.11440677966101695,1063.5766038894653
30000,40,0.8,False,4000,1,0.1228813559322034,1064.8220376968384
30000,40,0.8,False,5000,1,0.1483050847457627,1066.2098877429962
30000,40,0.8,False,1000,2,0.13135593220338984,1049.0204629898071
30000,40,0.8,False,2000,2,0.11864406779661017,1049.9704234600067
30000,40,0.8,False,3000,2,0.13135593220338984,1051.099941253662
30000,40,0.8,False,4000,2,0.13135593220338984,1052.4048235416412
30000,40,0.8,False,5000,2,0.11016949152542373,1053.8599145412445
30000,40,0.8,False,1000,3,0.1483050847457627,1076.2659332752228
30000,40,0.8,False,2000,3,0.17796610169491525,1077.2335155010223
30000,40,0.8,False,3000,3,0.1483050847457627,1078.3881759643555
30000,40,0.8,False,4000,3,0.1440677966101695,1079.6769649982452
30000,40,0.8,False,5000,3,0.1483050847457627,1081.111448764801
